url,title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
,"Infernal Affairs",movie,"Action, Crime, Drama",2002,tt0338564,8,133176,"HN, RS, US"
,"Little Shop of Horrors",movie,"Comedy, Horror, Musical",1986,tt0091419,7.1,88692,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
,"The Man Who Wasn't There",movie,"Crime, Drama",2001,tt0243133,7.5,116432,"CZ, RO"
,"The Texas Chainsaw Massacre: The Beginning",movie,Horror,2006,tt0420294,5.8,78488,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,Cabaret,movie,"Drama, Music, Musical",1972,tt0068327,7.8,60651,"AG, BB, BS, NI, TT"
,"Tell No One",movie,"Crime, Drama, Mystery",2006,tt0362225,7.5,58695,"BE, FR"
,"The One",movie,"Action, Sci-Fi, Thriller",2001,tt0267804,5.9,96990,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Candyman: Farewell to the Flesh",movie,"Horror, Thriller",1995,tt0112625,5.2,14732,US
,Matilda,movie,"Comedy, Family, Fantasy",1996,tt0117008,7,180052,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,Heartbreakers,movie,"Comedy, Crime, Romance",2001,tt0125022,6.2,58896,"AG, BB, BS, HN, NI, TT"
,"The Purple Rose of Cairo",movie,"Comedy, Fantasy, Romance",1985,tt0089853,7.7,56141,"BA, BG, HR, HU, MD, ME, MK, PL, SI, SK"
,Gloria,movie,"Crime, Drama, Thriller",1980,tt0080798,7.1,12057,"DO, JM, PA, PY, VE"
,"Pet Sematary II",movie,"Fantasy, Horror, Thriller",1992,tt0105128,4.9,23961,"AG, BB, BS, HN, NI, TT"
,"Agent Cody Banks",movie,"Action, Adventure, Comedy",2003,tt0313911,5.1,37496,"AG, BB, BS, HN, NI, TT, US"
,"In the Cut",movie,"Mystery, Thriller",2003,tt0199626,5.4,26904,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Oliver Twist",movie,Drama,1948,tt0040662,7.8,13961,"AG, BB, BS, HN, NI, TT, US"
,Diabolique,movie,"Drama, Horror, Mystery",1996,tt0116095,5.5,15667,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Cats & Dogs",movie,"Action, Adventure, Comedy",2001,tt0239395,5.2,63278,"AR, BE, BO, BR, BZ, CL, CO, CR, DO, EC, FR, GT, JM, LC, MC, MX, PA, PE, PT, PY, SV, TC, UY, VE"
,"The Lover",movie,"Biography, Drama, Romance",1992,tt0101316,6.8,23945,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Stuart Little 2",movie,"Adventure, Comedy, Family",2002,tt0243585,5.5,59406,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"The Birdcage",movie,Comedy,1996,tt0115685,7.2,103823,US
,"The Wedding Singer",movie,"Comedy, Music, Romance",1998,tt0120888,6.9,165242,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Richie Rich",movie,"Comedy, Family",1994,tt0110989,5.4,74780,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Picnic at Hanging Rock",movie,"Drama, Mystery",1975,tt0073540,7.4,42044,"AG, BB, BS, HN, NI, TT, US"
,"Scooby-Doo 2: Monsters Unleashed",movie,"Adventure, Comedy, Family",2004,tt0331632,5.3,66672,"AR, BE, BO, BR, BZ, CL, CO, CR, DK, DO, EC, FI, FR, GT, JM, LC, MC, MX, NL, NO, PA, PE, PY, SE, SV, TC, UY, VE"
,"Exorcist: The Beginning",movie,"Horror, Mystery, Thriller",2004,tt0204313,5.1,40447,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"The Notebook",movie,"Drama, Romance",2004,tt0332280,7.8,636625,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, JM, LC, MX, NI, NL, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
,"Internal Affairs",movie,"Crime, Drama, Thriller",1990,tt0099850,6.5,23246,HN
,O,movie,"Drama, Romance, Thriller",2001,tt0184791,6.1,22115,"AG, BB, BS, HN, NI, RS, TT"
,"Blazing Saddles",movie,"Comedy, Western",1974,tt0071230,7.7,155759,"AG, BB, BS, TT"
,"Taking Lives",movie,"Crime, Mystery, Thriller",2004,tt0364045,6.2,96944,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"The Animal",movie,"Comedy, Sci-Fi",2001,tt0255798,4.8,64688,"AG, BB, BS, NI, TT"
,"House of Sand and Fog",movie,"Crime, Drama",2003,tt0315983,7.5,73508,"AG, BB, BS, HN, NI, RS, TT"
,"Chungking Express",movie,"Comedy, Crime, Drama",1994,tt0109424,8,99528,"AG, BB, BS, DK, FI, HN, NI, NO, SE, TT, US"
,"The Mosquito Coast",movie,"Adventure, Drama, Thriller",1986,tt0091557,6.6,31761,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"Poltergeist II: The Other Side",movie,Horror,1986,tt0091778,5.7,30956,"HN, RS, US"
,"The Prince and Me",movie,"Comedy, Family, Romance",2004,tt0337697,5.9,42128,"AG, BB, BS, HN, NI, RS, TT"
,Vacation,movie,"Adventure, Comedy",1983,tt0085995,7.3,122131,AD
,"Coco Before Chanel",movie,"Biography, Drama",2009,tt1035736,6.6,42570,"FR, MC"
,"Secrets & Lies",movie,"Comedy, Drama",1996,tt0117589,8,48239,"AG, BB, BS, HN, NI, TT, US"
,"Music and Lyrics",movie,"Comedy, Music, Romance",2007,tt0758766,6.5,108258,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"The Trouble with Harry",movie,"Comedy, Mystery",1955,tt0048750,7,42012,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Fallen Angels",movie,"Comedy, Crime, Drama",1995,tt0112913,7.5,53203,"AG, BB, BS, HN, NI, TT, US"
,"The Next Karate Kid",movie,"Action, Drama, Family",1994,tt0110657,4.6,34664,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"Kate & Leopold",movie,"Comedy, Fantasy, Romance",2001,tt0035423,6.4,90413,"AG, BB, BS, HN, NI, TT, US"
,"Anacondas: The Hunt for the Blood Orchid",movie,"Action, Adventure, Horror",2004,tt0366174,4.7,34564,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"A Cinderella Story",movie,"Comedy, Family, Romance",2004,tt0356470,5.9,95686,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Hellboy II: The Golden Army",movie,"Action, Adventure, Fantasy",2008,tt0411477,7,290056,"AR, BO, CL, CO, CR, CZ, GT, HN, MX, PE, RO, RS, SV, US, UY"
,"A Room with a View",movie,"Drama, Romance",1985,tt0091867,7.2,49038,"AG, BB, BS, HN, NI, RS, TT, US"
,"Nanny McPhee",movie,"Comedy, Family, Fantasy",2005,tt0396752,6.6,86982,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Freddy's Dead: The Final Nightmare",movie,"Fantasy, Horror",1991,tt0101917,4.7,52291,"AR, BO, BR, CL, CO, CR, GT, MX, NL, PE, SV, UY"
,"A League of Their Own",movie,"Comedy, Drama, Sport",1992,tt0104694,7.3,123480,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Paper Moon",movie,"Comedy, Crime, Drama",1973,tt0070510,8.1,53594,"AG, BB, BS, NI, TT"
,"Cowboy Bebop: The Movie",movie,"Action, Animation, Crime",2001,tt0275277,7.8,54342,"BA, BG, HR, HU, MD, ME, MK, SI, SK"
,"My Girl 2",movie,"Comedy, Drama, Family",1994,tt0110613,5.3,21272,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Seven Pounds",movie,"Drama, Mystery, Thriller",2008,tt0814314,7.6,317990,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"Public Enemies",movie,"Action, Biography, Crime",2009,tt1152836,6.9,323519,"AR, BO, BZ, CL, CO, CR, CZ, DO, EC, GT, JM, LC, MX, PA, PE, PY, RO, SV, TC, UY, VE"
,"The Informant!",movie,"Biography, Comedy, Crime",2009,tt1130080,6.5,68092,"AG, BB, BS, FR, HN, NI, TT, US"
,Tommy,movie,"Drama, Musical",1975,tt0073812,6.6,23077,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Runaway Jury",movie,"Crime, Drama, Thriller",2003,tt0313542,7.1,106573,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"The Upside of Anger",movie,"Comedy, Drama",2005,tt0365885,6.8,23338,"HN, RS, US"
,"Walking Tall",movie,"Action, Crime",2004,tt0351977,6.3,110952,"AG, BB, BS, NI, TT"
,"Blood Simple",movie,"Crime, Drama, Thriller",1984,tt0086979,7.5,107476,"AG, BB, BS, HN, NI, TT, US"
,"Hollywood Homicide",movie,"Action, Comedy, Crime",2003,tt0329717,5.3,39887,"AG, BB, BS, HN, NI, RS, TT, US"
,"The New World",movie,"Biography, Drama, History",2005,tt0402399,6.7,90968,"HN, RS, US"
,"Superman IV: The Quest for Peace",movie,"Action, Adventure, Sci-Fi",1987,tt0094074,3.7,53793,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, HN, JM, LC, MC, MX, NI, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
,C.R.A.Z.Y.,movie,"Comedy, Drama",2005,tt0401085,7.8,34368,"AG, BB, BS, HN, NI, RS, TT, US"
,"Fever Pitch",movie,"Comedy, Drama, Romance",2005,tt0332047,6.2,48377,"AG, BB, BS, HN, NI, RS, TT, US"
,"The Ghost Writer",movie,"Crime, Drama, Mystery",2010,tt1139328,7.2,172295,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, FR, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"The Amityville Horror",movie,Horror,1979,tt0078767,6.2,46017,"AG, BB, BS, HN, NI, TT, US"
,"America's Sweethearts",movie,"Comedy, Romance",2001,tt0265029,5.7,61132,"HN, RS, US"
,"Jason X",movie,"Action, Horror, Sci-Fi",2001,tt0211443,4.5,62977,"AR, BO, CL, CO, CR, GT, MX, PE, SV, UY"
,"Mama, There's a Man in Your Bed",movie,"Comedy, Romance",1989,tt0098220,6.9,1850,"FR, MC"
,Rosetta,movie,Drama,1999,tt0200071,7.4,15854,"AG, BB, BS, HN, NI, TT, US"
,Firestarter,movie,"Action, Horror, Sci-Fi",1984,tt0087262,6.1,37780,US
,"All Dogs Go to Heaven",movie,"Adventure, Animation, Comedy",1989,tt0096787,6.7,47505,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
,Frost/Nixon,movie,"Biography, Drama, History",2008,tt0870111,7.7,113366,US
,"Knife in the Water",movie,"Drama, Thriller",1962,tt0056291,7.4,23959,"AG, BB, BS, NI, TT, US"
,"Body Double",movie,"Crime, Drama, Mystery",1984,tt0086984,6.8,40159,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Money Train",movie,"Action, Comedy, Crime",1995,tt0113845,5.7,43711,"BE, FR"
,"Little Man Tate",movie,Drama,1991,tt0102316,6.6,16347,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"The Year of Living Dangerously",movie,"Drama, Romance, War",1982,tt0086617,7.1,23324,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,Kingpin,movie,"Comedy, Sport",1996,tt0116778,6.9,92386,HN
,"Police Academy: Mission to Moscow",movie,"Comedy, Crime",1994,tt0110857,3.5,36689,NL
,"Cabin Fever",movie,Horror,2002,tt0303816,5.6,85114,"AG, BB, BS, HN, NI, TT"
,"Small Soldiers",movie,"Action, Adventure, Comedy",1998,tt0122718,6.3,107078,"AG, BB, BS, HN, NI, TT"
,"The I Inside",movie,"Mystery, Sci-Fi, Thriller",2004,tt0325596,6,11493,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"New Nightmare",movie,"Fantasy, Horror, Mystery",1994,tt0111686,6.4,65790,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, NL, PE, PY, SV, TC, UY, VE"
,"Through a Glass Darkly",movie,Drama,1961,tt0055499,7.9,27827,"AG, BB, BS, HN, NI, TT, US"
,"Anthony Zimmer",movie,"Crime, Drama, Romance",2005,tt0411118,6.5,8643,FR
,"Porco Rosso",movie,"Adventure, Animation, Comedy",1992,tt0104652,7.7,105625,"AG, BB, BS, HN, NI, TT, US"
,"Mamma Mia!",movie,"Comedy, Musical, Romance",2008,tt0795421,6.5,282765,"BA, BE, BG, FR, HN, HR, HU, MD, ME, MK, PL, RS, SI, SK, US"
,"Are We There Yet?",movie,"Adventure, Comedy, Family",2005,tt0368578,4.8,35076,"AG, BB, BS, HN, NI, RS, TT"
,"Infernal Affairs II",movie,"Action, Crime, Drama",2003,tt0369060,7.2,20155,"HN, RS, US"
,"Must Love Dogs",movie,"Comedy, Romance",2005,tt0417001,5.9,33355,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,Cronos,movie,"Drama, Fantasy, Horror",1992,tt0104029,6.7,33740,"AG, BB, BS, HN, NI, TT, US"
,"Get Smart",movie,"Action, Adventure, Comedy",2008,tt0425061,6.5,230925,"AG, AR, BB, BO, BR, BS, CL, CO, CR, GT, HN, MX, NI, PE, SV, TT, US, UY"
,"xXx: State of the Union",movie,"Action, Adventure, Crime",2005,tt0329774,4.5,74320,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,"Kiss of the Spider Woman",movie,Drama,1985,tt0089424,7.3,17721,US
,"Chitty Chitty Bang Bang",movie,"Adventure, Family, Fantasy",1968,tt0062803,6.9,51574,"AG, BB, BS, HN, NI, TT"
,"Buena Vista Social Club",movie,"Documentary, Music",1999,tt0186508,7.6,20974,"AG, BB, BS, HN, NI, TT, US"
,"Fright Night",movie,Horror,1985,tt0089175,7.1,81976,"AR, BO, BR, CL, CO, CR, GT, HN, MX, PE, SV, US, UY"
,"U.S. Marshals",movie,"Action, Crime, Thriller",1998,tt0120873,6.6,115816,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"The Sweetest Thing",movie,"Comedy, Romance",2002,tt0253867,5.2,63404,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"Bulletproof Monk",movie,"Action, Comedy, Fantasy",2003,tt0245803,5.5,52581,"AG, BS, TT"
,"Mona Lisa Smile",movie,Drama,2003,tt0304415,6.6,93348,"AG, BB, BS, HN, NI, TT, US"
,"Teen Wolf",movie,"Comedy, Fantasy, Romance",1985,tt0090142,6.1,61228,"AG, BB, BS, NI, TT"
,"Police Academy 5: Assignment: Miami Beach",movie,"Comedy, Crime",1988,tt0095882,4.6,39011,NL
,"Sexy Beast",movie,"Crime, Drama, Thriller",2000,tt0203119,7.3,71087,"DK, FI, NO, SE"
,Tampopo,movie,Comedy,1985,tt0092048,7.9,23383,"AG, BB, BS, HN, NI, TT, US"
,"Babette's Feast",movie,Drama,1987,tt0092603,7.8,22420,"AG, BB, BS, HN, NI, TT, US"
,"The SpongeBob SquarePants Movie",movie,"Adventure, Animation, Comedy",2004,tt0345950,7.2,105173,"HN, RS, US"
,"Watership Down",movie,"Adventure, Animation, Drama",1978,tt0078480,7.6,40138,"AG, BB, BS, HN, NI, RS, TT, US"
,"The Return of the Pink Panther",movie,"Comedy, Crime, Mystery",1975,tt0072081,7,30259,"AG, BB, BS, HN, NI, RS, TT, US"
,"Fair Game",movie,"Action, Romance, Thriller",1995,tt0113010,4.4,14068,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,Sabrina,movie,"Comedy, Drama, Romance",1995,tt0114319,6.3,45178,"AG, BB, BS, TT"
,Yojimbo,movie,"Action, Drama, Thriller",1961,tt0055630,8.2,133995,"AG, BB, BS, HN, NI, TT, US"
,"Police Academy 6: City Under Siege",movie,"Comedy, Crime",1989,tt0098105,4.4,33670,NL
,"Throw Momma from the Train",movie,"Comedy, Crime, Thriller",1987,tt0094142,6.3,41363,"AG, BB, BS, NI, TT"
,"How the West Was Won",movie,"Adventure, War, Western",1962,tt0056085,7.1,23883,"BE, FR, MC"
,Suspiria,movie,Horror,1977,tt0076786,7.3,108831,"DK, FI, NO, SE"
,"Saw V",movie,"Horror, Thriller",2008,tt1132626,5.8,140680,US
,"Dolores Claiborne",movie,"Crime, Drama, Mystery",1995,tt0109642,7.4,49596,"ES, PT"
,"Into the Blue",movie,"Action, Adventure, Crime",2005,tt0378109,5.9,80606,"HN, US"
,"Queen of the Damned",movie,"Drama, Fantasy, Horror",2002,tt0238546,5.3,61302,"AD, AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"Proof of Life",movie,"Action, Drama, Thriller",2000,tt0228750,6.3,59437,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"From Dusk Till Dawn 2: Texas Blood Money",movie,"Crime, Horror, Thriller",1999,tt0120860,4.2,17713,"AG, BB, BS, NI, TT"
,"The Pink Panther",movie,"Adventure, Comedy, Crime",2006,tt0383216,5.7,94088,"HN, US"
,"Kramer vs. Kramer",movie,Drama,1979,tt0079417,7.8,157660,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Body of Lies",movie,"Action, Drama, Thriller",2008,tt0758774,7,242077,"BE, FR, HN"
,"Love in the Afternoon",movie,"Comedy, Drama, Romance",1972,tt0068205,7.6,9608,"AG, BB, BS, HN, NI, TT, US"
,"Police Academy 3: Back in Training",movie,Comedy,1986,tt0091777,5.4,49510,NL
,"My Stepmother Is an Alien",movie,"Comedy, Sci-Fi",1988,tt0095687,5.4,28046,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Chain Reaction",movie,"Action, Drama, Sci-Fi",1996,tt0115857,5.7,57177,"AG, BB, BS, HN, NI, TT, US"
,"Step Brothers",movie,Comedy,2008,tt0838283,6.9,325004,"BA, BG, HR, HU, MD, ME, MK, PL, SI, SK"
,"Dennis the Menace",movie,"Comedy, Family",1993,tt0106701,5.7,65801,"AR, BE, BO, BR, BZ, CL, CO, CR, DO, EC, FR, GT, JM, LC, MC, MX, PA, PE, PY, SV, TC, UY, VE"
,"The Missing",movie,"Adventure, Drama, Thriller",2003,tt0338188,6.5,39280,"AG, BS"
,"White Chicks",movie,"Comedy, Crime",2004,tt0381707,5.8,170000,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
,"Wyatt Earp",movie,"Action, Adventure, Biography",1994,tt0111756,6.7,56145,"AD, BE, ES, FR, MC, NL, PT"
,"The Wrestler",movie,"Drama, Sport",2008,tt1125849,7.9,322725,FR
,"The First Day of the Rest of Your Life",movie,Drama,2008,tt0926759,7.5,10131,"FR, MC"
,"The Other Boleyn Girl",movie,"Biography, Drama, History",2008,tt0467200,6.7,121335,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
,Pathology,movie,"Crime, Horror, Thriller",2008,tt0964539,5.9,33697,US
,"Four Christmases",movie,"Comedy, Drama, Romance",2008,tt0369436,5.7,81402,US
,"Edge of Darkness",movie,"Action, Adventure, Drama",2010,tt1226273,6.6,100222,US
,"The Testament of Dr. Mabuse",movie,"Crime, Mystery, Thriller",1933,tt0023563,7.9,13805,"AG, BB, BS, HN, NI, TT, US"
,"Horton Hears a Who!",movie,"Adventure, Animation, Comedy",2008,tt0451079,6.8,152424,"AG, BB, BS, NI, TT"
,"The Thief of Bagdad",movie,"Adventure, Family, Fantasy",1940,tt0033152,7.4,14845,"AG, BB, BS, HN, NI, RS, TT, US"
,9,movie,"Action, Adventure, Animation",2009,tt0472033,7,150361,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
,"The Pink Panther Strikes Again",movie,"Comedy, Crime",1976,tt0075066,7.1,32577,"AG, BB, BS, HN, NI, RS, TT, US"
,"Spy Kids 3: Game Over",movie,"Action, Adventure, Comedy",2003,tt0338459,4.4,67561,US
,"Slumdog Millionaire",movie,"Crime, Drama, Romance",2008,tt1010048,8,885683,"FR, MC"
,Ponyo,movie,"Adventure, Animation, Comedy",2008,tt0876563,7.6,169181,"AG, BB, BS, HN, NI, RS, TT, US"
,"Harry Potter and the Deathly Hallows: Part 1",movie,"Adventure, Family, Fantasy",2010,tt0926084,7.7,613038,"AD, AG, AR, BA, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Harry Potter and the Deathly Hallows: Part 2",movie,"Adventure, Family, Fantasy",2011,tt1201607,8.1,969055,"AD, AG, AR, BA, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"The Forsaken",movie,"Action, Fantasy, Horror",2001,tt0245120,5.3,9335,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Candyman: Day of the Dead",movie,"Horror, Thriller",1999,tt0165662,3.9,7874,US
,"High and Low",movie,"Crime, Drama, Mystery",1963,tt0057565,8.4,55888,"AG, BB, BS, HN, NI, TT, US"
,Dreams,movie,"Drama, Fantasy",1990,tt0100998,7.7,29984,"FR, MC"
,"I Vitelloni",movie,"Comedy, Drama",1953,tt0046521,7.8,20271,"AG, BB, BS, HN, NI, TT, US"
,"Citizen X",movie,"Biography, Crime, Drama",1995,tt0112681,7.4,23580,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"I Served the King of England",movie,"Comedy, Drama, Romance",2006,tt0284363,7.3,8286,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"Ghosts of Girlfriends Past",movie,"Comedy, Fantasy, Romance",2009,tt0821640,5.8,95565,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, US, UY, VE"
,"The Big Chill",movie,"Comedy, Drama",1983,tt0085244,7.1,42943,US
,"A Serious Man",movie,"Comedy, Drama",2009,tt1019452,7,152104,"HN, RS, US"
,Jo,movie,"Comedy, Crime, Thriller",1971,tt0067274,7.1,3778,"FR, MC"
,"The Fury",movie,"Horror, Sci-Fi, Thriller",1978,tt0077588,6.3,17785,"AG, BB, BS, HN, NI, TT, US"
,"The House Bunny",movie,Comedy,2008,tt0852713,5.5,91667,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,Suspect,movie,"Crime, Drama, Mystery",1987,tt0094082,6.6,12035,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
,"Nelly & Monsieur Arnaud",movie,Drama,1995,tt0113947,7.2,5166,"FR, MC"
,Sabotage,movie,"Crime, Thriller",1936,tt0028212,7,19206,"AG, BB, BS, HN, NI, TT, US"
,Appaloosa,movie,"Action, Crime, Drama",2008,tt0800308,6.7,65540,"AG, BB, BS, HN, NI, RS, TT"
,"Autumn Sonata",movie,"Drama, Music",1978,tt0077711,8.1,38882,"AG, BB, BS, HN, NI, TT, US"
,"Missing in Action 2: The Beginning",movie,"Action, Drama, Thriller",1985,tt0089604,5.3,9551,US
,"Stealing Harvard",movie,"Comedy, Crime",2002,tt0265808,5.1,13872,"AG, BB, BS, HN, NI, RS, TT"
,"Leap of Faith",movie,"Comedy, Drama, Romance",1992,tt0104695,6.1,15101,HN
,"Everybody Wants to Be Italian",movie,"Comedy, Romance",2007,tt0790657,5.7,1981,"AG, BB, BS, HN, NI, RS, TT, US"
,Conspiracy,movie,"Biography, Drama, History",2001,tt0266425,7.6,25905,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Scooby-Doo and the Loch Ness Monster",movie,"Adventure, Animation, Comedy",2004,tt0418141,6.6,6201,"AD, AR, BA, BE, BG, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HR, HU, JM, LC, MC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
,"Scooby-Doo and the Goblin King",movie,"Adventure, Animation, Comedy",2008,tt1295021,6.3,3777,"AG, BB, BO, BS, BZ, CL, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
,Dreamer,movie,"Drama, Family, Sport",2005,tt0418647,6.8,14258,"AG, BB, BS, NI, TT"
,"Barbie in the 12 Dancing Princesses",movie,"Animation, Family",2006,tt0859594,6.9,7019,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Barbie and the Diamond Castle",movie,"Animation, Family, Musical",2008,tt1294138,6.5,4840,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"In the Land of Women",movie,"Comedy, Drama, Romance",2007,tt0419843,6.4,32871,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Rocket Science",movie,"Comedy, Drama",2007,tt0477078,6.5,13790,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
