url,title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
,"In the Kitchen with Abner and Amanda",tv,Reality-TV,2022,tt23793286,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
,,tv,Reality,2022,,,,"AG, AR, BB, BO, BR, BS, CL, CO, CR, GT, HN, MX, NI, PE, SV, TT, US, UY"
,"Make Yourself at Home",tv,"Documentary, Reality",2022,tt23622962,8.3,10,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
,,tv,,2022,,,,"AG, BB, BS, HN, NI, TT, US"
,"Jack Osbourne's Haunted Homecoming",tv,Reality-TV,2022,tt23052176,6.8,115,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, HN, JM, LC, MX, NI, NL, NO, PA, PE, PL, PY, RS, SE, SV, TC, TT, US, UY, VE"
,"La Pitchoune: Cooking in France",tv,,2022,tt21417256,6.8,215,"AG, AR, BB, BO, BR, BS, CL, CO, CR, GT, HN, MX, NI, PE, SV, TT, US, UY"
,,tv,"Crime, Drama, Mystery, News, Documentary",2023,,,,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,,tv,"Drama, Mystery",2023,,,,"FR, MC"
,"A Cut Above",tv,Game-Show,2022,tt22307146,8.2,88,"AG, BB, BS, HN, NI, TT, US"
,Maxine,tv,"Crime, Drama",2022,tt19783762,6.7,2024,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"Say Yes to the Dress Dubai",tv,,2021,tt18300990,,,"AG, BA, BB, BG, BS, CZ, HN, HR, HU, MD, ME, MK, NI, NL, NO, PL, PT, RO, SI, SK, TT, US"
,"Say Yes to the Dress Vegas",tv,,2018,tt10780408,,,"AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DO, EC, GT, HR, HU, JM, LC, MD, ME, MK, MX, NL, NO, PA, PE, PT, PY, RO, SI, SK, SV, TC, UY, VE"
,"Say Yes to the Dress: The Big Day",tv,Reality-TV,2011,tt2011222,6.6,14,"AR, BA, BO, BR, BZ, CL, CO, CR, DK, DO, EC, GT, HR, JM, LC, ME, MK, MX, NO, PA, PE, PT, PY, SE, SI, SV, TC, UY, VE"
,"Saving the Manor",tv,Reality-TV,2022,tt22814426,9.2,83,"AG, BB, BS, HN, NI, TT, US"
,"Interstellar Ella",tv,Animation,2022,tt26699362,7.2,27,"AD, AR, BA, BE, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HR, HU, JM, LC, MC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
,,tv,Talk,2022,,,,"DK, FI, NO, SE"
,"Ice Cold Catch",tv,Reality,2022,tt24253042,8.8,79,"AG, BB, BS, HN, NI, NL, TT, US"
,"The Climb",tv,"Game-Show, Reality-TV",2023,tt15082926,6.8,549,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
,"Ride of Your Life with Courtney Hansen",tv,Reality-TV,2022,tt21995804,7.4,88,"HN, US"
,,tv,,2020,,,,"AD, AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HR, HU, JM, LC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
,Sambre,tv,"Crime, Drama, Thriller",2023,tt29941770,8.1,726,"BE, FR, MC"
,"No One Can Hear You Scream",tv,"Crime, Documentary",2022,tt22335722,6.9,214,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PY, RO, SE, SK, SV, TC, TT, US, UY, VE"
,"Low Country: The Murdaugh Dynasty",tv,"Biography, Crime, Documentary",2022,tt22852656,7.2,1820,"AD, AG, BA, BB, BG, BS, CZ, DK, ES, FI, HN, HR, HU, MD, ME, MK, NI, NL, NO, PL, PT, RO, SE, SI, SK, TT, US"
,"La promesa",tv,"Drama, Mystery, Romance",2022,tt22325164,6.9,340,"AR, BO, BR, CL, CO, CR, DO, GT, JM, MX, PA, PE, PY, SV, UY, VE"
,"Ninjago: Dragons Rising",tv,"Action, Adventure, Animation",2023,tt27502465,7.5,1157,"AD, BA, BE, BG, CZ, DK, ES, FI, FR, HR, HU, MC, MD, ME, MK, NL, NO, PL, PT, RO, SE, SI, SK"
,Shaq,tv,"Biography, Documentary, Sport",2022,tt22876148,7.7,1736,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Wildest Survival",tv,Documentary,2017,tt14456038,7.3,10,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,,tv,Reality,2022,,,,PL
,,tv,"Reality, Comedy",2022,,,,DK
,"The Journey of India",tv,Documentary,2022,tt23182792,7.6,17,"AD, AR, BA, BG, BO, BR, BZ, CL, CO, CR, DO, EC, ES, GT, HR, HU, JM, LC, MC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, SI, SK, SV, TC, UY, VE"
,"Lost Cities of the Bible",tv,"Documentary, History",2022,tt19781686,6.6,81,"AG, BB, BS, HN, NI, TT, US"
,"Roadworthy Rescues",tv,Reality,2022,tt22486164,8.7,259,"AG, BA, BB, BE, BG, BS, CZ, DK, FI, FR, HN, HR, HU, MC, MD, ME, MK, NI, NL, NO, PT, RO, SE, SI, SK, TT, US"
,"Kingdom of Dreams",tv,Documentary,2022,tt22046582,8.1,283,"AD, AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HR, HU, JM, LC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
,"I Don't Like Driving",tv,Comedy,2022,tt20198626,7.2,868,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Rehab Addict Lake House Rescue",tv,Reality-TV,2022,tt23480606,7.3,22,"AG, AR, BB, BG, BO, BR, BS, CL, CO, CR, CZ, GT, HN, HU, MD, MX, NI, PE, RO, SK, SV, TT, US, UY"
,,tv,"Comedy, Reality, Talk",2022,,,,"AR, BO, CL, CO, CR, GT, MX, PE, SV, UY"
,"Pets & Pickers",tv,Documentary,2022,tt20249442,8.4,105,"AG, BB, BS, HN, NI, TT, US"
,,tv,"Documentary, Reality",2022,,,,"AG, BB, BS, HN, NI, RS, TT, US"
,"The Culpo Sisters",tv,Reality-TV,2022,tt20221622,4,183,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, NL, PA, PE, PY, SV, TC, TT, US, UY, VE"
,"Tell Me Everything",tv,Drama,2022,tt15768158,6.4,340,"AD, BA, BE, BG, CZ, DK, ES, FI, FR, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, SE, SI, SK"
,"The Confessions of Frannie Langton",tv,"Drama, Mystery",2022,tt10225224,6.1,1021,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"Love Kills",tv,Horror,2023,tt16431352,6.9,10,"AD, BE, BG, CZ, ES, FR, HU, MC, MD, NL, NO, PL, PT, RO, SK"
,,tv,,2022,,,,"AD, ES, PT"
,"La Sagrada Familia",tv,Documentary,2022,tt14018824,7.5,91,"AD, ES"
,"In Pursuit with John Walsh: Captured",tv,Reality-TV,2022,tt23117466,,,"AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, FR, GT, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PY, RO, RS, SE, SK, SV, TC, TT, US, UY, VE"
,"FBoy Island Nederland",tv,"Game-Show, Reality-TV, Romance",2022,tt23477352,6.2,54,NL
,"Flordelis: Em Nome da Mãe",tv,Documentary,2022,tt23862164,6.7,137,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
,,tv,Reality,2022,,,,"AG, BB, BS, HN, NI, TT, US"
,,tv,Reality,2022,,,,"AG, BB, BS, HN, NI, TT, US"
,"Unveiled: Surviving La Luz Del Mundo",tv,"Crime, Documentary",2022,tt23667804,7.4,381,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Bake Off Celebrity Colombia: El Gran Pastelero",tv,Game-Show,2022,tt23646216,7.1,10,"AR, BO, CL, CO, CR, DO, GT, JM, MX, PA, PE, PY, SV, UY, VE"
,"True Story Finland",tv,Comedy,2022,tt23220974,7.4,42,"DK, FI, NO, SE"
,Fácil,tv,Comedy,2022,tt20755454,6.6,178,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,,tv,"Documentary, Crime",2022,,,,"AD, AG, BA, BB, BG, BS, CZ, ES, FR, HN, HR, HU, MC, MD, ME, MK, NI, NL, NO, PL, PT, RO, SE, SI, SK, TT, US"
,"The Tetris Murders",tv,"Crime, Documentary, Mystery",2022,tt24222834,5.6,215,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FR, GT, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PY, SE, SV, TC, TT, US, UY, VE"
,,tv,"Documentary, Reality",2016,,,,"AD, BA, BE, BG, CZ, DK, ES, FI, FR, HN, HR, HU, MC, MD, ME, MK, NL, NO, PL, PT, RO, SE, SI, SK, US"
,Branson,tv,"Biography, Documentary",2022,tt23865600,7.1,369,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Herre På Täppan",tv,Game-Show,2022,tt23750138,7.3,11,SE
,,tv,Reality,2022,,,,"BE, NL"
,,tv,Reality,2022,,,,"BE, NL"
,,tv,Reality,2022,,,,NL
,,tv,Documentary,2022,,,,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,,tv,,2022,,,,"AD, AG, BA, BB, BG, BS, CZ, ES, HN, HR, HU, MD, ME, MK, NI, NL, NO, PT, RO, SI, SK, TT, US"
,"Girls Dorm",tv,"Animation, Comedy, Short",2016,tt13199492,7.8,18,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"11 Shots",tv,Drama,2022,tt22986332,7.8,23,"AD, AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HR, HU, JM, LC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
,"Artfully Designed",tv,Reality-TV,2022,tt24805706,7.5,35,"AG, BB, BS, CZ, HN, NI, NL, RO, RS, TT, US"
,"Classic Homes",tv,Reality-TV,2022,tt24172010,6.4,6,"AG, BB, BS, HN, NI, TT, US"
,"The Piece Maker",tv,Reality-TV,2022,tt23485688,8.9,30,"AG, AR, BB, BO, BR, BS, CL, CO, CR, GT, HN, MX, NI, PE, SV, TT, US, UY"
,,tv,,2023,,,,"AG, BB, BS, HN, NI, TT, US"
,"Zodiac Island",tv,"Reality-TV, Romance",2022,tt18074278,7.5,47,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, HN, JM, LC, MX, NI, NL, NO, PA, PE, PL, PT, PY, SE, SV, TC, TT, US, UY, VE"
,Dumpad,tv,Drama,2022,tt23849352,7.2,48,"DK, FI, NO, SE"
,"Mysteries of the Abandoned: Hidden America",tv,History,2022,tt23611308,7.5,120,"AG, BB, BS, HN, NI, RS, TT, US"
,"Mój agent",tv,Comedy,2022,tt20233502,5.8,47,PL
,"Hi I'm",tv,Documentary,2021,tt23320738,9.2,6,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
,"Luxe for Less",tv,Reality-TV,2022,tt24653416,8.6,68,"AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SK, SV, TC, TT, US, UY, VE"
,,tv,"Documentary, Reality",2017,,,,PL
,,tv,"Documentary, Reality",2019,,,,PL
,"A Mente de um Monstro: Jeffrey Dahmer - O Canibal",tv,Documentary,2020,tt16342912,7.1,105,BE
,"Hello Kitty: Super Style!",tv,Animation,2022,tt15771940,8.8,45,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"First Home Fix",tv,Reality-TV,2022,tt21441354,6.9,21,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
,"Like Mother, Like Daughter?",tv,Documentary,2022,tt16373682,9.1,12,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,,tv,,2022,,,,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Five Day Biz Fix",tv,Reality,2019,tt10985806,7.3,22,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,,tv,,2022,,,,NL
,"Petronix Defenders",tv,"Animation, Family",2022,tt28093013,7.5,22,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Battle of the Bling",tv,Game-Show,2022,tt21276084,6.4,16,"AG, BB, BS, HN, NI, PL, RS, TT, US"
,,tv,,2014,,,,SE
,"Murder in the Wicked West",tv,"Crime, Reality-TV",2022,tt24221088,6.7,61,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PY, RO, SE, SK, SV, TC, TT, US, UY, VE"
,,tv,Documentary,2019,,,,"AD, ES"
,"Sex Diaries",tv,Documentary,2022,tt24614208,5.7,110,"AD, AG, BA, BB, BG, BS, CZ, DK, ES, FI, HN, HR, HU, MD, ME, MK, NI, NL, NO, PL, PT, RO, SE, SI, SK, TT, US"
,"Erlend og Steinar hjelper deg",tv,Comedy,2023,tt25616472,8.5,194,NO
,"Awake Surgery",tv,Reality-TV,2022,tt24072958,6.8,30,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
,"Shorty's Dream Shop",tv,Reality-TV,2022,tt24409628,7.7,47,"AR, BA, BE, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NL, NO, PA, PE, PT, PY, RO, SE, SI, SK, SV, TC, US, UY, VE"
,"Brink of Disaster",tv,Documentary,2022,tt24076582,6.1,34,"AG, BB, BS, HN, NI, TT, US"
,"Real Time Crime",tv,"Crime, Reality-TV",2022,tt24221310,7.2,89,"AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, FR, GT, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PY, RO, SE, SK, SV, TC, TT, US, UY, VE"
,Lamput,tv,"Adventure, Animation, Comedy",2017,tt11917738,8.3,174,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
,,tv,,2017,,,,"AD, AG, BB, BE, BS, CZ, DK, ES, FR, HN, HU, MC, MD, NI, NL, NO, PT, RO, SE, SK, TT, US"
,"Jamie vs Britney: The Father Daughter Trials",tv,Documentary,2022,tt26459427,5.6,182,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,,tv,Documentary,2022,,,,"AG, BB, BS, HN, NI, TT, US"
,"Rain Dogs",tv,"Comedy, Drama",2023,tt19050000,7,3535,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Family Restaurant",tv,,2022,tt21995020,,,"AG, BB, BS, HN, NI, RS, TT, US"
,"El gran sarao",tv,Reality-TV,2022,tt22643366,6.5,32,"AD, AG, BA, BB, BG, BS, CZ, DK, ES, FI, HN, HR, HU, MD, ME, MK, NI, NL, NO, PL, PT, RO, SE, SI, SK, TT, US"
,"Chef Dynasty: House of Fang",tv,Reality-TV,2022,tt25154554,3.7,111,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
,"Young Love",tv,"Animation, Comedy, Family",2023,tt12681586,7.4,332,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TT, US, UY, VE"
,"Tom and Jerry",tv,Animation,2023,tt28500997,8.3,56,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, PA, PE, PY, SV, TC, US, UY, VE"
,"50/50 Heroes",tv,"Animation, Comedy",2022,tt22187618,7.5,58,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY"
,"MILF Manor",tv,Reality-TV,2023,tt25375242,3.8,1403,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Christina in the Country",tv,Documentary,2023,tt19399940,5.4,136,"AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, HN, HU, JM, LC, MD, MX, NI, PA, PE, PY, RO, SK, SV, TC, TT, US, UY, VE"
,"Giuliani: What Happened to America's Mayor?",tv,Documentary,2023,tt26447652,6.3,107,"AG, BB, BS, HN, NI, TT, US"
,"Real PD: Kansas City",tv,Documentary,2021,tt16218992,8.5,40,"AG, BB, BS, HN, NI, TT, US"
,,tv,"Action & Adventure, Kids",2023,,,,BR
,"Sewer Divers",tv,Documentary,2023,tt25435458,6.5,53,"AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"The Grapes of Guilt",tv,Drama,2023,tt24218504,8.4,593,"BA, BG, HR, ME, MK, SI"
,,tv,,2023,,,,"AR, BR, CO, FI, NL, NO, SE"
,"Spring Baking Championship: Easter",tv,"Family, Reality",2022,tt17156326,8.1,19,"AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, HN, HU, JM, LC, MD, MX, NI, NL, PA, PE, PY, RO, RS, SK, SV, TC, TT, US, UY, VE"
,"NFL Tailgate Takedown",tv,Reality,2023,tt26439152,4.3,24,"AG, BB, BS, HN, NI, TT, US"
,"Gold, Lies & Videotape",tv,Documentary,2023,tt26342053,7.6,199,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Bake It 'Til You Make It",tv,Reality-TV,2022,tt25455056,6.4,22,"AG, BB, BG, BS, CZ, HN, HU, MD, NI, RO, RS, SK, TT, US"
,,tv,Documentary,2023,,,,"AD, AR, BE, BO, BR, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, HU, JM, LC, MC, MD, MX, NL, NO, PA, PE, PL, PY, RO, SK, SV, TC, UY, VE"
,"Down Home Fab",tv,Family,2023,tt18263296,5.7,167,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"The Traitors",tv,"Adventure, Game-Show, Reality-TV",2023,tt21272398,7.4,127,"AD, ES"
,,tv,Animation,2020,,,,"DK, FI, NO, SE"
,"José Andres & Family in Spain",tv,Documentary,2022,tt25273500,7.9,92,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, HN, JM, LC, MX, NI, NL, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
,"Going Fur Gold",tv,Documentary,2023,tt25785562,6.2,27,"BE, CZ, ES, FI, NL, NO, RO, SE"
,"The Price of Glee",tv,Documentary,2023,tt26475026,5.5,550,"AG, AR, BA, BB, BE, BG, BS, CL, CZ, DK, ES, FR, HN, HR, HU, MC, MD, ME, MK, NI, NL, NO, PL, PT, RO, RS, SE, SI, SK, TT, US"
,"Da Ponte pra Lá",tv,Drama,2024,tt26314200,6,109,"AD, AR, BA, BE, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, US, UY, VE"
,"Stab That Cake",tv,"Game-Show, Reality-TV",2022,tt14809510,7,32,"AG, BB, BS, HN, NI, TT, US"
,Meekah,tv,Family,2022,tt26654560,5.7,50,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"FBOY Island Sverige",tv,Reality-TV,2023,tt26939825,6.2,20,"DK, FI, SE"
,,tv,Reality,2021,,,,NL
,"Arny, a Story of Infamy",tv,Documentary,2023,tt24973016,6.9,120,"AD, ES"
,"Lego Friends: The Next Chapter",tv,Animation,2023,tt27579863,7.5,43,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Loren & Alexei: After the 90 Days",tv,Reality-TV,2022,tt16375462,7,66,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Death by Fame",tv,"Crime, Documentary",2023,tt26228446,6.9,280,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PY, RO, SE, SK, SV, TC, TT, US, UY, VE"
,"Yellowstone Wardens",tv,"Documentary, Reality",2023,tt28210717,6.8,55,"AG, BB, BS, HN, NI, TT, US"
,"Deadly Sins",tv,"Crime, Documentary",2012,tt2301547,6.9,465,"AD, BE, BG, CZ, ES, FR, HU, MC, MD, NL, PT, RO, SK"
,,tv,Documentary,2020,,,,"BE, NL"
,"The Playboy Murders",tv,"Crime, Documentary",2023,tt26672508,6.5,470,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Rico to the Rescue",tv,Reality-TV,2023,tt25154610,7.3,101,"AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, HN, HU, JM, LC, MD, MX, NI, NL, PA, PE, PY, RO, SK, SV, TC, TT, US, UY, VE"
,"Setnja sa lavom",tv,"Comedy, Drama, Romance",2022,tt24639164,6.6,197,"BA, BG, HR, ME, MK, SI"
,"Prisoner of the Prophet",tv,Documentary,2023,tt26343082,6.8,155,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PL, PY, SE, SV, TC, TT, US, UY, VE"
,Spy/Master,tv,"Action, Drama, Thriller",2023,tt22325698,7.5,4251,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,,tv,Reality,2019,,,,NL
,,tv,"Reality, Documentary",2019,,,,"AG, BB, BS, HN, NI, TT, US"
,,tv,Reality,2023,,,,NO
,,tv,Crime,2020,,,,"AR, BE, BO, BR, BZ, CL, CO, CR, DO, EC, FR, GT, JM, LC, MC, NL, NO, PA, PE, PY, SV, TC, UY, VE"
,"How Close Can I Beach",tv,Reality-TV,2018,tt8262122,8,9,"BG, CZ, HU, MD, NL, RO, SK"
,Jeopardy!,tv,Game-Show,1991,tt0779470,6.9,41,SE
,"Ex on the Beach Sverige",tv,Reality-TV,2015,tt5470438,4.5,96,"DK, FI, NO, SE"
